"UID","SITE_ID","DATE_COL","VISIT_NO","SITESAMP","UNIQUE_ID","DSGN_CYCLE","AG_ECO3","AG_ECO9","EPA_REG","EVAL_CAT","FED_NONFED","FS_EW","HUC2_NM","LAT_DD83","LON_DD83","MAJ_BAS_NM","MIS_BAS_NM","MISS_BASIN","OWN_NARS","PSTL_CODE","STRAH_CAT","URBN_NRS18","USFS","WGT_TP","XCOORD","YCOORD","ACID_COND","ANC_COND","BEDSED_COND","BENT_MMI_COND","CYLSPER_DETECT","CYLSPER_EPA_COND","ENT_1X_STV_COND","FISH_MMI_COND","HG_COND","INSTRMCVR_COND","MICX_DETECT","MICX_EPA_COND","NTL_COND","OE_COND","PTL_COND","RIPDIST_COND","RIPVEG_COND","SAL_COND","SALINITY_CLASS","YEAR","PUBLICATION_DATE"
2012811,"NRS18_RI_10194","07/09/2018","1","Y","NRS_RI-10085","2018-19","EHIGH","NAP","Region_01","Target_Sampled","Federal","Not_USFS","New England Region","41.9792206370285","-71.7094640846733","New England Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","RI","SmallStreams","Non-Urban","Not_Forest_Service","47.1811842335387","1977191.25027657","755871.970734123","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E<0.8","Fair","Low","Good","Good","Freshwater",2018,2022-01-31
2012812,"NRS18_CA_10056","07/09/2018","1","Y","NRS_CA-11205","2018-19","WMTNS","XER","Region_09","Target_Sampled","Federal","Not_USFS","California Region","36.7790352351552","-120.233342979018","California Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","CA","RiversMajor","Non-Urban","Not_Forest_Service","174.33114026823","-2119592.11194117","190932.893970235","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Poor","Not Detected","At or Below Benchmark","Good","O/E<0.8","Good","Low","Fair","Good","Freshwater",2018,2022-01-31
2012813,"NRS18_AL_10007","07/09/2018","1","Y","NRS_AL-10039","2018-19","EHIGH","SAP","Region_04","Target_Sampled","Federal","Not_USFS","South Atlantic-West Region","33.4128126751064","-86.7518994239116","South-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","AL","RiversMajor","Urban","Not_Forest_Service","139.043971625693","853029.720000015","-415868.521999973","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Above Benchmark","Good","Not Detected","At or Below Benchmark","Poor","OE<0.5","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012814,"NRS18_AL_10002","07/08/2018","1","Y","NRS_AL-10031","2018-19","EHIGH","SAP","Region_04","Target_Sampled","Federal","Not_USFS","Tennessee Region","34.9509217689235","-87.0420280032953","Ohio-Tennessee Region","Ohio-Tennessee Region","Mississippi_Basin","Non Federal","AL","RiversOther","Non-Urban","Not_Forest_Service","139.043971625693","810166.855000016","-247264.402999985","Good","None","Poor","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","OE<0.5","Poor","Moderate","Poor","Good","Freshwater",2018,2022-01-31
2012815,"NRS18_NE_10029","07/09/2018","1","Y","NRS_NE-10158","2018-19","PLNLOW","TPL","Region_07","Target_Sampled","Federal","Not_USFS","Lower Missouri Region","40.0375352851504","-96.4888916852115","Missouri Region","Lower Missouri Region","Mississippi_Basin","Non Federal","NE","SmallStreams","Non-Urban","Not_Forest_Service","680.76353648173","-41349.4826163959","284503.325931204","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Not Assessed","Good","Not Detected","At or Below Benchmark","Fair","O/E<0.8","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012816,"NRS18_UT_10008","07/09/2018","1","Y","NRS_UT-10248","2018-19","WMTNS","WMT","Region_08","Target_Sampled","Federal","Not_USFS","Great Basin Region","37.7430629352927","-112.098590789213","Great Basin Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","UT","RiversOther","Non-Urban","Not_Forest_Service","60.5796333573293","-1398444.00000003","145973.000000004","Good","None","Poor","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Poor","Not Detected","At or Below Benchmark","Fair","OE<0.5","Fair","High","Poor","Good","Freshwater",2018,2022-01-31
2012820,"NRS18_KS_10005","07/09/2018","1","Y","NRS_KS-10059","2018-19","PLNLOW","TPL","Region_07","Target_Sampled","Federal","Not_USFS","Arkansas-Red-White Region","37.8816469224817","-95.6760072917444","Arkansas-White-Red Region","Arkansas-White-Red Region","Mississippi_Basin","Non Federal","KS","LargeStreams","Non-Urban","Not_Forest_Service","589.227748988889","28226.4799999992","42821.4199999999","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Not Assessed","Fair","Not Detected","At or Below Benchmark","Fair","O/E>=0.9","Fair","High","Good","Good","Freshwater",2018,2022-01-31
2012821,"NRS18_SD_10003","07/09/2018","1","Y","NRS_SD-10300","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","43.2411150712209","-99.1871573645357","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","SD","LargeStreams","Non-Urban","Not_Forest_Service","323.214052193621","-257494.900000007","647164.399999973","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Poor","Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Good","Fair","Slightly Saline",2018,2022-01-31
2012822,"NRS18_NV_10638","07/09/2018","1","Y","NRS_NV-10573","2018-19","WMTNS","XER","Region_09","Target_Sampled","Federal","Not_USFS","Great Basin Region","41.0254022187247","-115.530039760016","Great Basin Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","NV","RiversOther","Non-Urban","Not_Forest_Service","118.669687507967","-1617636.50053398","561854.751303792","Good","None","Good","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","Not Assessed","Poor","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Fair","High","Fair","Good","Freshwater",2018,2022-01-31
2012824,"NRS18_RI_10003","07/10/2018","1","Y","NRS_RI-10028","2018-19","EHIGH","NAP","Region_01","Target_Sampled","Federal","Not_USFS","New England Region","41.8480453989896","-71.7868377509697","New England Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","RI","SmallStreams","Non-Urban","Not_Forest_Service","47.1811842335387","1974729.00000005","740063.399999978","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","OE<0.5","Poor","Low","Good","Good","Freshwater",2018,2022-01-31
2012825,"NRS18_PA_10020","07/10/2018","1","Y","NRS_PA-10079","2018-19","EHIGH","NAP","Region_03","Target_Sampled","Federal","Not_USFS","Mid-Atlantic Region","41.6481308742715","-75.7861207749941","Mid-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","PA","LargeStreams","Non-Urban","Not_Forest_Service","631.917426115696","1658720.00000004","641833.099999983","Good","None","Fair","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Fair","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012826,"NRS18_NY_10035","07/10/2018","1","Y","NRS_NY-10113","2018-19","EHIGH","NAP","Region_02","Target_Sampled","Federal","Not_USFS","Great Lakes Region","43.8009602292","-75.4666863456485","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","NY","RiversMajor","Non-Urban","Not_Forest_Service","78.3403697307274","1632950.00000004","882433.799999974","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Above Benchmark","Good","Not Detected","At or Below Benchmark","Fair","O/E<0.8","Fair","Moderate","Poor","Good","Freshwater",2018,2022-01-31
2012827,"NRS18_AR_10010","07/10/2018","1","Y","NRS_AR-10207","2018-19","PLNLOW","CPL","Region_06","Target_Sampled","Federal","Not_USFS","Lower Mississippi Region","35.6018383361105","-89.9021205026448","Lower Mississippi Region","Lower Mississippi Region","Mississippi_Basin","Non Federal","AR","RiversMajor","Non-Urban","Not_Forest_Service","404.231171291087","547265.100000011","-195065.299999992","Good","None","Fair","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","OE<0.5","Poor","Moderate","Fair","Good","Freshwater",2018,2022-01-31
2012828,"NRS18_NE_10021","07/10/2018","1","Y","NRS_NE-10126","2018-19","PLNLOW","TPL","Region_07","Target_Sampled","Non-Federal","Not_USFS","Lower Missouri Region","41.462900375102","-95.9553534801572","Missouri Region","Lower Missouri Region","Mississippi_Basin","FWS","NE","RiversMajor","Non-Urban","Not_Forest_Service","106.55766938776","3701.13599999971","444027.799999975","Good","None","Fair","Fair","Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012830,"NRS18_AL_10016","07/10/2018","1","Y","NRS_AL-10078","2018-19","EHIGH","SAP","Region_04","Target_Sampled","Federal","Not_USFS","South Atlantic-West Region","33.5848310079361","-87.0957232951484","South-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","AL","RiversOther","Non-Urban","Not_Forest_Service","139.043971625693","819613.200000015","-399770.19999998","Good","None","Poor","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","OE<0.5","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012831,"NRS18_ND_10023","07/10/2018","1","Y","NRS_ND-10423","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","46.0928561143404","-103.035223121415","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","ND","LargeStreams","Non-Urban","Not_Forest_Service","192.309536442195","-544487.752724354","980542.239533857","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Poor","Poor","Moderately Saline",2018,2022-01-31
2012832,"NRS18_IA_10019","07/10/2018","1","Y","NRS_IA-10114","2018-19","PLNLOW","UMW","Region_07","Target_Sampled","Federal","Not_USFS","Upper Mississippi Region","43.0928619218584","-91.1765834681912","Upper Mississippi Region","Upper Mississippi Region","Mississippi_Basin","Non Federal","IA","RiversMajor","Non-Urban","Not_Forest_Service","35.6391960014432","390436.300000012","636199.49999997","Good","None","Poor","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012833,"NRS18_IA_10042","07/10/2018","1","Y","NRS_IA-10069","2018-19","PLNLOW","UMW","Region_07","Target_Sampled","Federal","Not_USFS","Upper Mississippi Region","43.1097548064662","-91.176452614669","Upper Mississippi Region","Upper Mississippi Region","Mississippi_Basin","Non Federal","IA","RiversMajor","Non-Urban","Not_Forest_Service","35.6391960014432","390351.156000011","638084.423999974","Good","None","Poor","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012834,"NRS18_OK_10923","07/10/2018","1","Y","NRS_OK-10215","2018-19","PLNLOW","CPL","Region_06","Target_Sampled","Federal","Not_USFS","Arkansas-Red-White Region","33.9682424844979","-94.7404591895571","Arkansas-White-Red Region","Arkansas-White-Red Region","Mississippi_Basin","Non Federal","OK","SmallStreams","Non-Urban","Not_Forest_Service","210.636584053021","115535.809152821","-394593.226482061","Good","None","Good","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Above Benchmark","Good","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Fair","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012835,"NRS18_WI_10243","07/09/2018","1","Y","NRS_WI-10215","2018-19","PLNLOW","UMW","Region_05","Target_Sampled","Non-Federal","East","Great Lakes Region","45.9143388811475","-88.7222433029859","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","USFS","WI","SmallStreams","Non-Urban","Forest_Service","1605.7799182526","564738.323187067","962199.825789835","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Not Assessed","Fair","Not Detected","At or Below Benchmark","Fair","O/E>=0.9","Good","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012836,"NRS18_TX_10013","07/10/2018","1","Y","NRS_TX-10121","2018-19","PLNLOW","SPL","Region_06","Target_Sampled","Federal","Not_USFS","Texas Region","31.7624756613309","-100.140481665175","Rio Grande-Texas-Gulf Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","TX","RiversMajor","Non-Urban","Not_Forest_Service","171.03522200672","-390410.300000006","-632957.399999966","Good","None","Poor","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Poor","Moderate","Good","Poor","Moderately Saline",2018,2022-01-31
2012838,"NRS18_ID_10012","07/10/2018","1","Y","NRS_ID-10204","2018-19","WMTNS","WMT","Region_10","Target_Sampled","Federal","Not_USFS","Pacific Northwest Region","43.9634706649312","-116.189154312609","Pacific Northwest Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","ID","RiversOther","Non-Urban","Not_Forest_Service","137.11492834275","-1602174.69400004","894288.093999975","Good","None","Good","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","Above Benchmark","Good","Not Detected","At or Below Benchmark","Fair","O/E>=0.9","Fair","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012839,"NRS18_NV_10195","07/10/2018","1","Y","NRS_NV-10487","2018-19","WMTNS","XER","Region_09","Target_Sampled","Non-Federal","West","Pacific Northwest Region","41.9888991616303","-114.995949905867","Pacific Northwest Region","Not Mississippi River Basin","Not_Mississippi_Basin","USFS","NV","SmallStreams","Non-Urban","Forest_Service","834.440706982736","-1552586.36926803","658574.390865133","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Good","Low","Good","Good","Freshwater",2018,2022-01-31
2012840,"NRS18_AR_10018","07/10/2018","1","Y","NRS_AR-10209","2018-19","PLNLOW","CPL","Region_06","Target_Sampled","Federal","Not_USFS","Arkansas-Red-White Region","33.6358499489802","-93.9063793799803","Arkansas-White-Red Region","Arkansas-White-Red Region","Mississippi_Basin","Non Federal","AR","RiversMajor","Non-Urban","Not_Forest_Service","404.231171291087","192852.900000004","-430372.499999973","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Poor","Not Detected","At or Below Benchmark","Fair","O/E<0.9","Poor","Low","Fair","Good","Freshwater",2018,2022-01-31
2012841,"NRS18_CA_10020","07/10/2018","1","Y","NRS_CA-10930","2018-19","WMTNS","XER","Region_09","Target_Sampled","Federal","Not_USFS","California Region","36.9088172487929","-119.776227956536","California Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","CA","RiversMajor","Non-Urban","Not_Forest_Service","174.33114026823","-2076856.00000004","194919.800000003","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E<0.8","Good","Low","Good","Good","Freshwater",2018,2022-01-31
2012843,"NRS18_UT_10027","07/10/2018","1","Y","NRS_UT-10371","2018-19","WMTNS","WMT","Region_08","Target_Sampled","Federal","Not_USFS","Great Basin Region","37.7714994017066","-112.38948266237","Great Basin Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","UT","RiversMajor","Non-Urban","Not_Forest_Service","60.5796333573293","-1422917.35415272","153431.673546027","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Poor","Not Detected","At or Below Benchmark","Fair","O/E<0.8","Fair","High","Fair","Good","Freshwater",2018,2022-01-31
2012846,"NRS18_WA_10038","07/10/2018","1","Y","NRS_WA-10441","2018-19","WMTNS","XER","Region_10","Target_Sampled","Federal","Not_USFS","Pacific Northwest Region","48.4699106641216","-120.175680270625","Pacific Northwest Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","WA","RiversMajor","Non-Urban","Not_Forest_Service","140.847516531439","-1786513.29805773","1451619.52272173","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","High","Good","Good","Freshwater",2018,2022-01-31
2012847,"NRS18_SD_10031","07/10/2018","1","Y","NRS_SD-10445","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","43.1795877743947","-99.0411691952709","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","SD","LargeStreams","Non-Urban","Not_Forest_Service","323.214052193621","-245924.275813782","639910.452407566","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Poor","Detected","At or Below Benchmark","Poor","OE<0.5","Poor","Moderate","Fair","Fair","Slightly Saline",2018,2022-01-31
2012848,"NRS18_CA_10324","07/10/2018","1","Y","NRS_CA-11313","2018-19","WMTNS","XER","Region_09","Target_Sampled","Non-Federal","West","California Region","37.4993519338459","-118.141242698173","California Region","Not Mississippi River Basin","Not_Mississippi_Basin","USFS","CA","SmallStreams","Non-Urban","Forest_Service","364.759743084867","-1921453.30207185","224779.622840657","Good","None","Poor","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Poor","Not Detected","At or Below Benchmark","Good","O/E<0.8","Good","High","Poor","Good","Freshwater",2018,2022-01-31
2012849,"NRS18_DE_10015","07/10/2018","1","Y","NRS_DE-10089","2018-19","EHIGH","SAP","Region_03","Target_Sampled","Federal","Not_USFS","Mid-Atlantic Region","39.8174696433598","-75.6422932474616","Mid-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","DE","SmallStreams","Non-Urban","Not_Forest_Service","19.0486421437417","1713925.17738747","444019.557503646","Good","None","Good","Good","Not Detected","At or Below Benchmark","Above Benchmark","Fair","Not Assessed","Fair","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012851,"NRS18_CT_10008","07/10/2018","1","Y","NRS_CT-10105","2018-19","EHIGH","NAP","Region_01","Target_Sampled","Federal","Not_USFS","New England Region","42.0100888109526","-72.6323254149936","New England Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","CT","SmallStreams","Urban","Not_Forest_Service","382.719420875117","1902783.00000005","740377.799999982","Good","None","Poor","Poor","Not Detected","At or Below Benchmark","Above Benchmark","Poor","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Poor","Moderate","Fair","Fair","Freshwater",2018,2022-01-31
2012852,"NRS18_WI_10043","07/10/2018","1","Y","NRS_WI-10191","2018-19","PLNLOW","UMW","Region_05","Target_Sampled","Federal","Not_USFS","Great Lakes Region","45.6695942495157","-88.7908644932116","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","WI","LargeStreams","Non-Urban","Not_Forest_Service","351.163913845136","561483.63829587","934691.713942579","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","Not Assessed","Good","Not Detected","At or Below Benchmark","Fair","O/E>=0.9","Fair","Low","Fair","Good","Freshwater",2018,2022-01-31
2012855,"NRS18_NY_10027","07/11/2018","1","Y","NRS_NY-10128","2018-19","EHIGH","NAP","Region_02","Target_Sampled","Federal","Not_USFS","Great Lakes Region","43.580799225059","-75.9590825614896","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","NY","SmallStreams","Non-Urban","Not_Forest_Service","1385.4931935767","1599523.00000004","850051.299999976","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Poor","Good","Freshwater",2018,2022-01-31
2012856,"NRS18_AR_10006","07/11/2018","1","Y","NRS_AR-10061","2018-19","PLNLOW","CPL","Region_06","Target_Sampled","Federal","Not_USFS","Lower Mississippi Region","34.6950009254007","-90.6458847878604","Lower Mississippi Region","Lower Mississippi Region","Mississippi_Basin","Non Federal","AR","RiversOther","Non-Urban","Not_Forest_Service","404.231171291087","486304.268000008","-300402.398999983","Good","None","Poor","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Above Benchmark","Good","Not Detected","At or Below Benchmark","Fair","O/E>=0.9","Poor","Low","Good","Good","Freshwater",2018,2022-01-31
2012857,"NRS18_NE_10026","07/11/2018","1","Y","NRS_NE-10122","2018-19","PLNLOW","TPL","Region_07","Target_Sampled","Federal","Not_USFS","Lower Missouri Region","41.6447101364456","-96.0954729452161","Missouri Region","Lower Missouri Region","Mississippi_Basin","Non Federal","NE","RiversMajor","Non-Urban","Not_Forest_Service","106.55766938776","-7894.13499999978","464378.499999978","Good","None","Fair","Poor","Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","OE<0.5","Poor","Moderate","Fair","Good","Freshwater",2018,2022-01-31
2012858,"NRS18_TX_10056","07/11/2018","1","Y","NRS_TX-10306","2018-19","PLNLOW","SPL","Region_06","Target_Sampled","Federal","Not_USFS","Texas Region","31.4845852356123","-100.319411949693","Rio Grande-Texas-Gulf Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","TX","RiversOther","Non-Urban","Not_Forest_Service","171.03522200672","-408676.270891908","-663115.366164052","Good","None","Good","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Good","Detected","At or Below Benchmark","Poor","O/E<0.9","Fair","Moderate","Good","Fair","Freshwater",2018,2022-01-31
2012859,"NRS18_AR_10190","07/11/2018","1","Y","NRS_AR-10238","2018-19","EHIGH","SAP","Region_06","Target_Sampled","Federal","Not_USFS","Arkansas-Red-White Region","34.2803951665764","-94.4483559389862","Arkansas-White-Red Region","Arkansas-White-Red Region","Mississippi_Basin","Non Federal","AR","SmallStreams","Non-Urban","Not_Forest_Service","5982.30686895375","141758.195880286","-359310.55403556","Good","None","Good","Good","Not Detected","At or Below Benchmark","Above Benchmark","Fair","Not Assessed","Good","Not Detected","At or Below Benchmark","Fair","O/E<0.9","Good","Low","Good","Good","Freshwater",2018,2022-01-31
2012860,"NRS18_ND_10001","07/11/2018","1","Y","NRS_ND-10265","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Non-Federal","West","Upper Missouri Region","46.4179417798086","-103.512370706834","Missouri Region","Upper Missouri Region","Mississippi_Basin","USFS","ND","LargeStreams","Non-Urban","Forest_Service","192.309536442195","-578494.600000017","1019311.99999996","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Fair","Moderate","Fair","Poor","Slightly Saline",2018,2022-01-31
2012861,"NRS18_UT_10015","07/11/2018","1","Y","NRS_UT-10341","2018-19","WMTNS","WMT","Region_08","Target_Sampled","Non-Federal","Not_USFS","Great Basin Region","37.6859590975402","-112.39967887459","Great Basin Region","Not Mississippi River Basin","Not_Mississippi_Basin","BLM","UT","RiversOther","Non-Urban","Not_Forest_Service","60.5796333573293","-1425440.00000003","144139.700000002","Good","None","Fair","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Fair","O/E>=0.9","Fair","High","Good","Good","Freshwater",2018,2022-01-31
2012863,"NRS18_PA_10002","07/10/2018","1","Y","NRS_PA-10043","2018-19","EHIGH","NAP","Region_03","Target_Sampled","Non-Federal","East","Ohio Region","41.4199158458666","-78.7477513966414","Ohio-Tennessee Region","Ohio-Tennessee Region","Mississippi_Basin","USFS","PA","RiversOther","Non-Urban","Forest_Service","67.1201950914951","1423214.00000004","568756.199999985","Good","None","Good","Poor","Not Detected","At or Below Benchmark","Above Benchmark","Poor","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Poor","Moderate","Poor","Good","Freshwater",2018,2022-01-31
2012864,"NRS18_NH_10002","07/11/2018","1","Y","NRS_NH-10068","2018-19","EHIGH","NAP","Region_01","Target_Sampled","Federal","Not_USFS","New England Region","44.2430850867842","-72.0481861544304","New England Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","NH","RiversMajor","Non-Urban","Not_Forest_Service","93.2387364938583","1887160.00000005","993718.199999969","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Above Benchmark","Poor","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","Moderate","Poor","Good","Freshwater",2018,2022-01-31
2012865,"NRS18_IA_10035","07/11/2018","1","Y","NRS_IA-10150","2018-19","PLNLOW","UMW","Region_07","Target_Sampled","Federal","Not_USFS","Upper Mississippi Region","42.6920610767561","-90.9628784070535","Upper Mississippi Region","Upper Mississippi Region","Mississippi_Basin","Non Federal","IA","RiversMajor","Non-Urban","Not_Forest_Service","35.6391960014432","410091.462832295","592378.850840108","Good","None","Poor","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012866,"NRS18_NV_10026","07/11/2018","1","Y","NRS_NV-10475","2018-19","WMTNS","XER","Region_09","Target_Sampled","Non-Federal","West","Pacific Northwest Region","41.6964260671095","-115.856902792838","Pacific Northwest Region","Not Mississippi River Basin","Not_Mississippi_Basin","USFS","NV","RiversMajor","Non-Urban","Forest_Service","118.669687507967","-1628737.49504374","640943.440362314","Good","None","Good","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.9","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012867,"NRS18_CO_11276","07/11/2018","1","Y","NRS_CO-10490","2018-19","WMTNS","XER","Region_08","Target_Sampled","Non-Federal","Not_USFS","Upper Colorado Region","40.7357903767168","-108.780519963683","Upper Colorado Region","Not Mississippi River Basin","Not_Mississippi_Basin","BLM","CO","RiversOther","Non-Urban","Not_Forest_Service","108.033050307236","-1067212.45923506","434487.287726167","Good","None","Good","Fair","Not Detected","At or Below Benchmark","Not Assessed","Not Assessed","Not Assessed","Fair","Not Detected","At or Below Benchmark","Fair","O/E<0.8","Poor","Moderate","Good","Fair","Freshwater",2018,2022-01-31
