PUBLICATION_DATE,UNIQUE_ID,WGT_TP,UID,SITE_ID,VISIT_NO,IND_DOMAIN,DSGN_CYCLE,PSTL_CODE,AG_ECO9,AG_ECO9_NM,AG_ECO3,AG_ECO3_NM,EPA_REG,MAJ_BASIN,MAJ_BAS_NM,MIS_BASIN,MIS_BAS_NM,MISS_BASIN,OWN_NARS,FED_NONFED,LAT_DD83,LON_DD83,XCOORD,YCOORD,AREA_CAT6,LAKE_ORGN,URBN_NLA22,URBN_NLA17,URBN_NLA07,FRAME07,FRAME12,FRAME17,TNT_CAT,ACID_COND,ATZ_DETECT,ATZ_EPA_COND_3.4,BENT_MMI_COND_2017,CHLA_COND,CYLSPER_DETECT,CYLSPER_EPA_COND,MICX_DETECT,MICX_EPA_COND,DIS_O2_CLS,PTL_COND,NTL_COND,TROPHIC_STATE,ENT_1X_STV_COND,DRAWDOWN_COND,DRAWDOWN_COND_2CAT_2017,RDIS_COND,LITRIPCVR_COND,LITCVR_COND,RVEG_COND,ZOOP_MMI_COND_2017,ANC_MDL,ANC_NARS_FLAG,ANC_RESULT,ATRAZINE_MDL,ATRAZINE_NARS_FLAG,ATRAZINE_RESULT,BFXHORIZDIST_DD,BFXVERTHEIGHT_DD,CHLA_MDL,CHLA_NARS_FLAG,CHLA_RESULT,COND_MDL,COND_NARS_FLAG,COND_RESULT,CYLSPER_MDL,CYLSPER_NARS_FLAG,CYLSPER_RESULT,DO_SURF,DOC_MDL,DOC_NARS_FLAG,DOC_RESULT,ENTEROCOCCI_NARS_FLAG,ENTEROCOCCI_RESULT,LitCvrQc3OE,LitRipCvrQc3OE,MICX_MDL,MICX_NARS_FLAG,MICX_RESULT,MMI_BENT,MMI_ZOOP_2017,NTL_MDL,NTL_NARS_FLAG,NTL_RESULT,PTL_MDL,PTL_NARS_FLAG,PTL_RESULT,RDis_IX,RVegQc3OE,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_RESULT
8/15/2024,NLA_CA-10122,11.25937104,7712,NLA12_CA-188,1,CORE,2012,CA,XER,Xeric,WMTNS,West,Region_09,H18,California Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,37.77693239,-122.1186618,-2250127.708,342207.5891,>50,MAN_MADE,NA,Urban,Urban,Include,Include,Include,Target,Good,Not Detected,At or Below Benchmark,Good,Poor,NA,NA,Detected,Above Benchmark,Good,Good,Good,Eutrophic,NA,Medium,Not Large,Good,Good,Good,Good,Poor,NA,NA,2380,0.046,ND,NA,1.844444444,2,4,NA,13,0.1,NA,311,NA,NA,NA,9.8,0.5,NA,6.67,NA,NA,1.290150738,0.852183044,0.1,NA,14.84665,49.7,44.87,0.0208,NA,0.593,4.1,NA,25.6,0.164729549,0.712280366,0.08,NA,24.1
8/15/2024,NLA_MT-10124,37.25034667,7713,NLA12_MT-124,1,CORE,2012,MT,WMT,Western Mountains,WMTNS,West,Region_08,H17,Pacific Northwest Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,46.11821631,-113.37464,-1337933.819,1085840.103,>50,MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Not Detected,At or Below Benchmark,Poor,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Good,Oligotrophic,NA,Large,Large,Fair,Good,Good,Good,Good,NA,NA,1843,0.046,ND,NA,48.9,4.68,0.5,NA,0.742,NA,NA,180.1,NA,NA,NA,8.225,0.1,NA,1.13,NA,NA,0.692998627,0.887519021,0.1,ND,NA,25.9,63.37,0.01,NA,0.041,2,NA,16,0.295121951,1.057332267,0.09,NA,4.151
8/15/2024,NLA_SD-10121,7.64457882,7714,NLA12_SD-147,1,CORE,2012,SD,NPL,Northern Plains,PLNLOW,Plains and Lowlands,Region_08,H10,Missouri Region,H10U,Upper Missouri Region,MISSISSIPPI_BASIN,Tribal Land,Non-Federal,43.20148574,-99.61980464,-292601.708,643993.9472,"(20,50]",MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Good,Poor,NA,NA,Detected,Above Benchmark,Good,Poor,Poor,Hypereutrophic,NA,Small,Not Large,Poor,Poor,Poor,Fair,Fair,NA,NA,3919,0.046,L,0.14,0,0,0.5,NA,57,NA,NA,457,NA,NA,NA,6.566666667,0.1,NA,17.8,NA,NA,0.060826489,0.247549389,0.1,NA,33.2607,42.3,34.9,0.01,NA,2.563,2,NA,554,0.883333333,0.377167539,0.09,NA,24.675
8/15/2024,NLA_OR-10032,25.40302168,7719,NLA12_OR-105,1,CORE,2012,OR,WMT,Western Mountains,WMTNS,West,Region_10,H17,Pacific Northwest Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,USBR,Federal,44.68126963,-118.0520874,-1729069.523,1004970.713,>50,MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Exclude,Target,Good,Not Detected,At or Below Benchmark,Good,Fair,NA,NA,Not Detected,At or Below Benchmark,Good,Poor,Fair,Mesotrophic,NA,Large,Large,Fair,Poor,Fair,Poor,Good,NA,S,747,0.046,ND,NA,59.19,23.21,0.5,NA,3.744,NA,S,87.6,NA,NA,NA,9.2,0.1,S,2.41,NA,NA,0.386793975,0.115943504,0.1,ND,NA,54.9,69.88,0.01,S,0.288,2,S,48,0.35,0.060600365,0.09,S,6.635
8/15/2024,NLA_MN-10075,110.0246733,7723,NLA12_MN-121,1,CORE,2012,MN,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H07,Upper Mississippi Region,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,45.30812879,-95.10304092,70304.86212,873541.5673,>50,NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Good,Poor,NA,NA,Detected,At or Below Benchmark,Good,Poor,Poor,Eutrophic,NA,Small,Not Large,Poor,Poor,Fair,Fair,Fair,NA,NA,3481,0.046,L,0.09,0,0,0.5,NA,18.5,NA,NA,386,NA,NA,NA,7.233333333,0.1,NA,11.61,NA,NA,0.475471556,0.500848334,0.1,NA,0.18,54.6,61.12,0.01,NA,1.453,2,NA,54,0.862280702,0.545355836,0.09,NA,18.367
8/15/2024,NLA_DE-10002,2.76131104,7729,NLA12_DE-101,1,CORE,2012,DE,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Region_03,H02,Mid Atlantic Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,39.42401394,-75.68735124,1719542.539,400118.9107,>50,MAN_MADE,NA,Urban,Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Fair,Poor,NA,NA,Detected,At or Below Benchmark,Good,Poor,Poor,Hypereutrophic,NA,Small,Not Large,Fair,Poor,Poor,Fair,Poor,NA,NA,1412,0.046,L,0.15,0,0,0.5,NA,92.8,NA,NA,205,NA,NA,NA,7.825,0.1,NA,4,NA,NA,0.283758565,0.275458562,0.1,NA,0.168,44.5,42.83,0.01,NA,1.296,2,NA,129,0.422222222,0.350984107,0.09,NA,4.851
8/15/2024,NLA_SD-10111,986.2490856,7730,NLA12_SD-137,1,CORE,2012,SD,NPL,Northern Plains,PLNLOW,Plains and Lowlands,Region_08,H10,Missouri Region,H10U,Upper Missouri Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,43.27872203,-99.65508754,-295120.712,652721.5525,"(1,4]",MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Good,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Poor,Poor,Oligotrophic,NA,Medium,Not Large,Poor,Poor,Poor,Poor,Good,NA,NA,2948,0.046,L,0.18,6,0.5,0.5,NA,0.576,NA,NA,1307,NA,NA,NA,8.3,0.1,NA,19.97,NA,NA,0.19592337,0.076178628,0.1,ND,NA,42.1,42.53,0.01,NA,1.888,2,NA,475,0.936575053,0,0.09,NA,501.646
8/15/2024,NLA_TX-10038,23.6052032,7734,NLA12_TX-104,1,CORE,2012,TX,SPL,Southern Plains,PLNLOW,Plains and Lowlands,Region_06,H12_13,Rio Grande-Texas-Gulf Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,30.00954296,-97.82158001,-175537.8637,-834670.1346,>50,MAN_MADE,NA,Urban,Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Good,Fair,NA,NA,Detected,At or Below Benchmark,Good,Poor,Poor,Eutrophic,NA,Small,Not Large,Fair,Fair,Good,Poor,Good,NA,NA,1867,0.046,L,0.15,0,0,0.5,NA,11.632,NA,NA,633,NA,NA,NA,7.25,0.1,NA,6.92,NA,NA,0.975925661,0.517658308,0.1,L,0.11874,60.4,44.98,0.01,NA,0.896,2,NA,111,0.67,0.232804568,0.09,NA,45.894
8/15/2024,NLA_WI-10079,273.7997847,7735,NLA12_WI-144,1,CORE,2012,WI,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,44.92260841,-89.03917287,548257.9683,850409.5803,"(1,4]",NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Not Detected,At or Below Benchmark,Good,Poor,NA,NA,Detected,At or Below Benchmark,Good,Fair,Fair,Eutrophic,NA,Small,Not Large,Fair,Poor,Good,Poor,Poor,NA,NA,3000,0.046,ND,NA,0,0,0.26,NA,22.7,NA,NA,303,NA,NA,NA,7.08,0.3,NA,11,NA,NA,0.823113083,0.602002604,0.1,NA,2.054,71.4,47.2,0.03,NA,0.9,5,NA,28,0.668421053,0.522939612,4.5,NA,6.5
8/15/2024,NLA_MN-10082,9.568655802,7737,NLA12_MN-119,1,CORE,2012,MN,TPL,Temperate Plains,PLNLOW,Plains and Lowlands,Region_05,H07,Upper Mississippi Region,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,USACE,Federal,45.40861219,-96.62584248,-48981.17912,884542.9512,>50,MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Fair,Poor,NA,NA,Not Detected,At or Below Benchmark,Good,Poor,Poor,Hypereutrophic,NA,Small,Not Large,Poor,Fair,Poor,Good,Poor,NA,NA,3516,0.046,L,0.16,0,0,0.5,NA,38.28,NA,NA,1241,NA,NA,NA,10.86666667,0.1,NA,9.16,NA,NA,0.165775615,0.480466346,0.1,ND,NA,30.8,10.47,0.01,NA,1.364,2,NA,152,0.757407407,0.700786585,0.09,NA,513.1
8/15/2024,NLA_OK-10086,41.99125246,7739,NLA12_OK-132,1,CORE,2012,OK,SPL,Southern Plains,PLNLOW,Plains and Lowlands,Region_06,H11,Arkansas-Red-White Region,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,34.72904176,-97.77302237,-161045.1504,-308795.1988,"(10,20]",MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Not Detected,At or Below Benchmark,Good,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Poor,Mesotrophic,NA,Medium,Not Large,Good,Fair,Poor,Good,Good,NA,NA,2400,0.046,ND,NA,2.4,0.84,NA,NA,3.76,NA,NA,339,NA,NA,NA,6.605,0.061,NA,8.42,NA,NA,0.104443082,0.466517885,0.1,ND,NA,52.7,49.03,NA,NA,0.87,4,ND,5,0.065217391,0.717461483,0.894,L,10
8/15/2024,NLA_CA-10054,11.25937104,7740,NLA12_CA-119,1,CORE,2012,CA,XER,Xeric,WMTNS,West,Region_09,H18,California Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,USBR,Federal,37.95383641,-120.4968436,-2108567.97,324143.5429,>50,MAN_MADE,NA,Urban,Urban,Include,Include,Include,Target,Good,Not Detected,At or Below Benchmark,Fair,Fair,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Good,Eutrophic,NA,Large,Large,Fair,Good,Good,Fair,Fair,NA,NA,540,0.046,ND,NA,17.6,22.6,4,NA,8,0.1,NA,58,NA,NA,NA,8.1,0.5,NA,1.92,NA,NA,2.155655666,0.792871252,0.1,ND,NA,44.5,59.33,0.0208,NA,0.114,4.1,ND,4.1,0.347986577,0.32120454,0.08,NA,1.51
8/15/2024,NLA_OR-10108,11.47202705,7747,NLA12_OR-154,1,CORE,2012,OR,WMT,Western Mountains,WMTNS,West,Region_10,H17,Pacific Northwest Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,44.36264218,-117.6939324,-1709513.154,963932.7794,>50,MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Exclude,Target,Good,Not Detected,At or Below Benchmark,Poor,Fair,NA,NA,Detected,At or Below Benchmark,Good,Poor,Poor,Mesotrophic,NA,Large,Large,Fair,Poor,Good,Poor,Good,NA,NA,4405,0.046,ND,NA,16.6,2.27,0.5,NA,2.392,NA,NA,527,NA,NA,NA,8.8,0.1,NA,6.74,NA,NA,0.835588729,0.179269542,0.1,NA,0.23525,21.2,62.68,0.01,NA,0.578,2,NA,288,0.654761905,0.010848614,0.09,NA,63.631
8/15/2024,NLA_MN-10046,99.92070235,7748,NLA12_MN-103,1,CORE,2012,MN,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H07,Upper Mississippi Region,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,46.43683525,-93.95778597,157368.6963,1000220.515,>50,NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Fair,Fair,NA,NA,Not Detected,At or Below Benchmark,Good,Fair,Good,Eutrophic,NA,Small,Not Large,Fair,Good,Good,Good,Poor,NA,NA,473.2,0.046,L,0.08,0,0,0.5,NA,13.984,NA,NA,52.5,NA,NA,NA,7.55,0.1,NA,8.98,NA,NA,1.034665908,0.8859765,0.1,ND,NA,48.8,42.23,0.01,NA,0.688,2,NA,36,0.332142857,0.862722622,0.09,ND,0.086
8/15/2024,NLA_IN-10092,16.73742922,7753,NLA12_IN-144,1,CORE,2012,IN,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,41.27216801,-85.53933209,867770.4803,470484.5261,>50,NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Poor,Good,NA,NA,Not Detected,At or Below Benchmark,Poor,Fair,Fair,Eutrophic,NA,Small,Not Large,Poor,Poor,Poor,Poor,Fair,NA,NA,2574,0.046,L,0.8,0.066666667,0.022222222,0.5,NA,7.4,NA,NA,367,NA,NA,NA,2.65,0.1,NA,9.29,NA,NA,0.319213927,0.409754182,0.1,ND,NA,34.6,54.67,0.01,NA,0.836,2,NA,31,0.79650414,0.482929029,0.09,NA,41.618
8/15/2024,NLA_IN-10010,7.091858162,7754,NLA12_IN-110,1,CORE,2012,IN,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,41.3210911,-85.75191291,849615.3991,474007.9249,>50,NATURAL,NA,Urban,Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Poor,Good,NA,NA,Detected,At or Below Benchmark,Poor,Good,Good,Mesotrophic,NA,Small,Not Large,Poor,Poor,Poor,Fair,Good,NA,NA,2821,0.046,L,0.37,0,0,0.5,NA,6.186666667,NA,NA,394,NA,NA,NA,2.1,0.1,NA,6.64,NA,NA,0.27741423,0.522869473,0.1,NA,0.49583,10.6,67.02,0.01,NA,0.63,2,NA,21,0.897959184,0.684692146,0.09,NA,37.026
8/15/2024,NLA_IN-10027,38.10654415,7757,NLA12_IN-105,1,CORE,2012,IN,TPL,Temperate Plains,PLNLOW,Plains and Lowlands,Region_05,H07,Upper Mississippi Region,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,41.41470487,-86.47339356,788960.6308,478210.2573,>50,NATURAL,NA,Urban,Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Not Assessed,Fair,NA,NA,Detected,At or Below Benchmark,Poor,Fair,Fair,Eutrophic,NA,Small,Not Large,Poor,Fair,Good,Good,Fair,NA,NA,2588,0.046,L,0.08,0.1,0.01,0.5,NA,15.2,NA,NA,371,NA,NA,NA,1.86,0.1,NA,7.11,NA,NA,0.681263804,0.671792788,0.1,L,0.12463,NA,34.33,0.01,NA,0.89,2,NA,40,0.915682968,0.792922872,0.09,NA,40.93
8/15/2024,NLA_OK-10110,53.62007291,7764,NLA12_OK-292,1,CORE,2012,OK,SPL,Southern Plains,PLNLOW,Plains and Lowlands,Region_06,H11,Arkansas-Red-White Region,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,34.6436102,-97.85282397,-168478.9862,-318210.5203,"(20,50]",MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Not Detected,At or Below Benchmark,Not Assessed,Poor,NA,NA,Detected,At or Below Benchmark,Fair,Poor,Poor,Hypereutrophic,NA,Medium,Not Large,Fair,Poor,Fair,Poor,Good,NA,NA,2010,0.046,ND,NA,11.77777778,0.355555556,NA,NA,91.1,NA,NA,959,NA,NA,NA,3.63,0.061,NA,12,NA,NA,0.321995799,0.211482743,0.1,L,0.11584,NA,45.48,NA,NA,2.85,4,NA,209,0.254731458,0.145350561,0.894,NA,354
8/15/2024,NLA_MN-10076,5.363057697,7765,NLA12_MN-106,1,CORE,2012,MN,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H07,Upper Mississippi Region,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,45.91935185,-95.39679944,46849.00648,941270.2965,>50,NATURAL,NA,Urban,Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Fair,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Poor,Good,Mesotrophic,NA,Small,Not Large,Fair,Poor,Poor,Poor,Fair,NA,NA,3370,0.046,L,0.08,0,0,0.5,NA,2.92,NA,NA,372,NA,NA,NA,8.466666667,0.1,NA,6.82,NA,NA,0.237400844,0.28597949,0.1,ND,NA,44,56.98,0.01,NA,0.633,2,NA,48,0.742473118,0.329352152,0.09,NA,11.292
8/15/2024,NLA_MN-10066,399.7616279,7767,NLA12_MN-115,1,CORE,2012,MN,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H09,Souris-Red-Rainy Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,46.41942533,-95.84002249,12331.72072,996609.9434,"(20,50]",NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Fair,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Poor,Good,Mesotrophic,NA,Small,Not Large,Fair,Fair,Good,Fair,Good,NA,NA,2867,0.046,L,0.05,0,0,0.5,NA,3.464,NA,NA,303,NA,NA,NA,8.67,0.1,NA,4.98,NA,NA,0.863870117,0.629766788,0.1,ND,NA,46.1,66.83,0.01,NA,0.544,2,NA,56,0.266666667,0.54558476,0.09,NA,14.139
8/15/2024,NLA_AL-10047,13.36290646,7769,NLA12_AL-113,1,CORE,2012,AL,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Region_04,H03,South Atlantic Gulf Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,30.97184148,-88.0527428,756068.3337,-697819.2199,"(20,50]",MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Good,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Good,Oligotrophic,NA,Small,Not Large,Fair,Fair,Fair,Good,Good,NA,NA,76,0.046,L,0.07,0,0,0.5,NA,1.27,NA,NA,22.5,NA,NA,NA,7.42,0.1,NA,3.41,NA,NA,0.549774681,0.607318014,0.1,ND,NA,76,68.42,0.01,NA,0.248,2,NA,27,0.265384615,0.687448941,0.09,NA,1.543
8/15/2024,NLA_NC-10024,42.93397697,7770,NLA12_NC-104,1,CORE,2012,NC,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Region_04,H03,South Atlantic Gulf Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,34.93290273,-77.10482994,1700573.424,-117873.2785,>50,NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Not Detected,At or Below Benchmark,Not Assessed,Good,NA,NA,Not Detected,At or Below Benchmark,Not Assessed,Good,Good,Eutrophic,NA,Small,Not Large,Good,Good,Good,Good,Poor,NA,NA,-76.1,0.046,ND,NA,0,0,0.5,NA,7.52,NA,NA,60.9,NA,NA,NA,NA,0.1,NA,9.33,NA,NA,1.136924251,1.164154273,0.1,ND,NA,NA,51.1,0.01,NA,0.65,2,NA,36,0.165384615,1.231318647,0.09,NA,5.323
8/15/2024,NLA_IN-10112,119.6682551,7772,NLA12_IN-164,1,CORE,2012,IN,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,41.13163711,-86.26617418,809302.4656,448426.6594,"(4,10]",NATURAL,NA,Urban,Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Poor,Good,NA,NA,Detected,At or Below Benchmark,Good,Good,Good,Mesotrophic,NA,Small,Not Large,Fair,Good,Fair,Good,Good,NA,NA,2022,0.046,L,0.17,0,0,0.5,NA,2.309,NA,NA,219,NA,NA,NA,6.866666667,0.1,NA,7.75,NA,NA,0.542770855,1.011603916,0.1,L,0.14261,35.6,78.6,0.01,NA,0.65,2,NA,18,0.242857143,1.321495803,0.09,NA,2.449
8/15/2024,NLA_ME-10039,28.92594312,7773,NLA12_ME-101,1,CORE,2012,ME,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Region_01,H01,New England Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,44.87942422,-68.22634141,2159852.861,1143391.701,>50,NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Not Detected,At or Below Benchmark,Poor,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Good,Oligotrophic,NA,Small,Not Large,Fair,Fair,Good,Fair,Good,NA,NA,79.928,0.046,ND,NA,0,0,0.5,NA,1.909,0,NA,20.4,NA,NA,NA,7.833333333,0.17,NA,3.1,NA,NA,0.790630788,0.659966095,0.1,ND,NA,6.7,73.92,0.04,NA,0.2,0.2,NA,4,0.242857143,0.722802402,0.047,NA,1.31
8/15/2024,NLA_ME-10055,152.065881,7774,NLA12_ME-126,1,CORE,2012,ME,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Region_01,H01,New England Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,44.87076276,-67.58003846,2208907.971,1157325.034,"(10,20]",NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Not Detected,At or Below Benchmark,Not Assessed,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Good,Oligotrophic,NA,Small,Not Large,Good,Good,Good,Fair,Good,NA,NA,99.91,0.046,ND,NA,0,0,0.5,NA,1.652,0,NA,24,NA,NA,NA,8.3,0.17,NA,4.4,NA,NA,1.101748833,0.843741219,0.1,ND,NA,NA,83.97,0.04,NA,0.3,0.2,NA,5,0,0.806389596,0.047,NA,2
8/15/2024,NLA_NE-10105,47.0418778,7775,NLA12_NE-107,1,CORE,2012,NE,SPL,Southern Plains,PLNLOW,Plains and Lowlands,Region_07,H10,Missouri Region,H10L,Lower Missouri Region,MISSISSIPPI_BASIN,FWS,Federal,41.7876174,-102.5218866,-537739.4197,498824.6731,"(20,50]",NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Good,Good,NA,NA,Detected,At or Below Benchmark,Good,Good,Good,Eutrophic,NA,Medium,Not Large,Good,Fair,Fair,Good,Good,NA,NA,10347,0.046,L,0.15,2.85,0.28,0.5,NA,28,NA,NA,1048,NA,NA,NA,10.7,0.1,NA,42.15,NA,NA,0.439955098,0.666423627,0.1,NA,0.15962,43.2,73.02,0.01,NA,4.45,2,NA,277,0.146774194,0.903863038,0.09,NA,52.979
8/15/2024,NLA_OR-10033,25.40302168,7776,NLA12_OR-112,1,CORE,2012,OR,WMT,Western Mountains,WMTNS,West,Region_10,H17,Pacific Northwest Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,43.93094187,-118.1543661,-1756261.641,925475.8429,>50,MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Exclude,Target,Good,Not Detected,At or Below Benchmark,Fair,Poor,NA,NA,Not Detected,At or Below Benchmark,Good,Poor,Fair,Eutrophic,NA,Large,Large,Fair,Poor,Poor,Poor,Fair,NA,NA,1151,0.046,ND,NA,93.58,7.955555556,0.5,NA,8.114285714,NA,NA,123.4,NA,NA,NA,8.133333333,0.1,NA,2.78,NA,NA,0.228843864,0.058106417,0.1,ND,NA,32.9,60.63,0.01,NA,0.348,2,NA,125,0.479518072,0.022460085,0.09,NA,4.901
8/15/2024,NLA_VA-10038,184.2612932,7777,NLA12_VA-112,1,CORE,2012,VA,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Region_03,H02,Mid Atlantic Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,36.70331908,-76.61370171,1704011.865,85139.64677,"(4,10]",MAN_MADE,NA,Urban,Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Fair,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Good,Mesotrophic,NA,Small,Not Large,Poor,Poor,Good,Poor,Poor,NA,NA,441.8,0.046,L,0.08,0,0,0.5,NA,6.417,NA,NA,142.8,NA,NA,NA,7.475,0.1,NA,5.61,NA,NA,0.678196171,0.533726304,0.1,ND,NA,49.7,51.42,0.01,NA,0.356,2,NA,24,0.866666667,0.343509815,0.09,NA,13.981
8/15/2024,NLA_VA-10048,60.60711076,7778,NLA12_VA-123,1,CORE,2012,VA,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Region_03,H02,Mid Atlantic Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,DOD,Federal,36.91780892,-76.15174455,1739049.101,117029.1227,"(4,10]",MAN_MADE,NA,Urban,Urban,Include,Include,Include,Target,Good,Detected,At or Below Benchmark,Poor,Poor,NA,NA,Detected,At or Below Benchmark,Good,Poor,Poor,Hypereutrophic,NA,Small,Not Large,Poor,Poor,Poor,Poor,Poor,NA,NA,822.1,0.046,L,0.1,0,0,0.5,NA,111.6,NA,NA,625,NA,NA,NA,8.2,0.1,NA,10.84,NA,NA,0.291524903,0.221315093,0.1,NA,0.19864,10.9,42.47,0.01,NA,2.005,2,NA,112,0.807692308,0.145667843,0.09,NA,8.086
